
RCP6.0_WITH SUPPLEMENTARY EXTENSION SCP6.0to4.5__MIDYEAR__CONCENTRATIONS____________________________
CONTENT:           CMIP5 RECOMMENDATIONS FOR ANNUAL AVERAGE, GLOBAL MEAN CONCENTRATIONS.
RUN:               RCP6-SCP6to45, FINAL RELEASE, 30 May 2010
RCP6.0 CONTACT:    AIM group, Toshihiko Masui (masui@nies.go.jp) & Kenichi Matsumoto (matsumoto.kenichi@nies.go.jp)
DATE:              30/5/2010 01:02:33
MAGICC-VERSION:    6.3.09, 25 November 2009
FILE PRODUCED BY:  RCP Concentration Calculation & Data Group, M. Meinshausen, S. Smith, K. Riahi, D. van Vuuren et al.
DOCUMENTATION:     M. Meinshausen, S. Smith et al. "The RCP GHG concentrations and their extension from 1765 to 2500", in prep., Climatic Change.
CMIP5 INFO:        http://cmip-pcmdi.llnl.gov/cmip5/
RCP DATABASE:      http://www.iiasa.ac.at/web-apps/tnt/RcpDb
FURTHER INFO:      For data sources, aknowledgements and further information, see http://www.pik-potsdam.de/~mmalte/rcps
NOTE:              RCP6 starts 2005; 20th century data and earlier is provided for convenience; supplementary extension beyond 2100 to match RCP4.5 levels by 2250.

COLUMN_DESCRIPTION________________________________________
1. CO2EQ            - CO2 equivalence concentrations using CO2 radiative forcing relationship Q = 3.71/ln(2)*ln(C/278), aggregating all anthropogenic forcings, including greenhouse gases listed below (i.e. columns 3,4,5 and 8-35), and aerosols, trop. ozone etc. (not listed below).
2. KYOTO-CO2EQ      - As column 1, but only aggregating greenhouse gases controlled under the Kyoto Protocol (columns 3,4,5 and 8-19).
3. CO2              - Atmospheric CO2 concentrations
4. CH4              - Atmospheric CH4 concentrations
5. N2O              - Atmospheric N2O concentrations
6. FGASSUMHFC134AEQ - All flourinated gases controlled under the Kyoto Protocol, i.e. HFCs, PFCs, and SF6 (columns 8-19) expressed as HFC134a equivalence concentrations.
7. MHALOSUMCFC12EQ  - All flourinated gases controlled under the Montreal Protocol, i.e. CFCs, HCFCs, Halons, CCl4, CH3Br, CH3Cl (columns 20-35) expressed as CFC-12 equivalence concentrations.
8. - 19.            - Flourinated Gases controlled under the Kyoto Protocol
20. - 35.           - Ozone Depleting Substances controlled under the Montreal Protocol


 &THISFILE_SPECIFICATIONS
 THISFILE_DATACOLUMNS    =          35,
 THISFILE_FIRSTYEAR      =        1765,
 THISFILE_LASTYEAR       =        2500,
 THISFILE_ANNUALSTEPS    =           1,
 THISFILE_FIRSTDATAROW   =          40,
 THISFILE_UNITS          =  SEE ROW 38,
 THISFILE_DATTYPE        =  RCPDAT
/

   COLUMN:                   1                   2                   3                   4                   5                   6                   7                   8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22                  23                  24                  25                  26                  27                  28                  29                  30                  31                  32                  33                  34                  35                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
      2158      0.72389064E+03      0.79821919E+03      0.67000758E+03      0.15178519E+04      0.41435215E+03      0.66919627E+03      0.12887592E+03      0.25733880E+03      0.15641683E+02      0.31874060E+00      0.18020868E+02      0.42895202E+02      0.37158706E+01      0.15891461E+02      0.19715975E+03      0.28371340E+02      0.12270816E+00      0.20682183E+02      0.50526790E+02      0.85570247E+01      0.97025611E+02      0.97336409E+01      0.93079272E+01      0.82563753E+01      0.11629711E+00      0.11666575E-11      0.95537794E-01      0.18059027E+00      0.65417831E-01      0.24327291E-02      0.70516335E-24      0.33856884E+00      0.30188277E-03      0.57093012E+01      0.53802891E+03
      2159      0.72154940E+03      0.79551986E+03      0.66788066E+03      0.15180892E+04      0.41383682E+03      0.67062205E+03      0.12887656E+03      0.25733875E+03      0.15641681E+02      0.31874109E+00      0.18020126E+02      0.42896167E+02      0.37156233E+01      0.15889989E+02      0.19859118E+03      0.28368794E+02      0.12271300E+00      0.20681844E+02      0.50526788E+02      0.85571058E+01      0.97025993E+02      0.97336931E+01      0.93079317E+01      0.82563828E+01      0.11631546E+00      0.94445273E-12      0.95529115E-01      0.18058222E+00      0.65435909E-01      0.24365908E-02      0.49949715E-24      0.33856573E+00      0.30642293E-03      0.57131288E+01      0.53802891E+03
      2160      0.71923987E+03      0.79285516E+03      0.66578598E+03      0.15183700E+04      0.41330319E+03      0.67205647E+03      0.12887865E+03      0.25733871E+03      0.15641680E+02      0.31874159E+00      0.18019402E+02      0.42898669E+02      0.37154406E+01      0.15888688E+02      0.20002856E+03      0.28366418E+02      0.12271874E+00      0.20682107E+02      0.50526787E+02      0.85574087E+01      0.97027522E+02      0.97338739E+01      0.93079670E+01      0.82564004E+01      0.11632350E+00      0.76458398E-12      0.95521942E-01      0.18057689E+00      0.65453301E-01      0.24402822E-02      0.35381504E-24      0.33857347E+00      0.31071593E-03      0.57159946E+01      0.53802891E+03
      2161      0.71694980E+03      0.79021211E+03      0.66371353E+03      0.15186770E+04      0.41275141E+03      0.67349660E+03      0.12888166E+03      0.25733866E+03      0.15641678E+02      0.31874209E+00      0.18018690E+02      0.42901751E+02      0.37152992E+01      0.15887506E+02      0.20147032E+03      0.28364164E+02      0.12272505E+00      0.20682682E+02      0.50526786E+02      0.85578510E+01      0.97029770E+02      0.97341354E+01      0.93080373E+01      0.82564262E+01      0.11632001E+00      0.61897305E-12      0.95515512E-01      0.18057246E+00      0.65469751E-01      0.24437970E-02      0.25062222E-24      0.33858973E+00      0.31477374E-03      0.57179172E+01      0.53802891E+03
      2162      0.71467458E+03      0.78758571E+03      0.66165944E+03      0.15190023E+04      0.41218167E+03      0.67494111E+03      0.12888540E+03      0.25733861E+03      0.15641676E+02      0.31874258E+00      0.18017988E+02      0.42905014E+02      0.37151891E+01      0.15886420E+02      0.20291572E+03      0.28362010E+02      0.12273181E+00      0.20683433E+02      0.50526784E+02      0.85583998E+01      0.97032579E+02      0.97344743E+01      0.93081378E+01      0.82564405E+01      0.11632340E+00      0.50109172E-12      0.95509521E-01      0.18056826E+00      0.65485202E-01      0.24471407E-02      0.17752636E-24      0.33861354E+00      0.31860913E-03      0.57193899E+01      0.53802891E+03
      2163      0.71241206E+03      0.78497368E+03      0.65962205E+03      0.15193397E+04      0.41159412E+03      0.67638889E+03      0.12888968E+03      0.25733856E+03      0.15641674E+02      0.31874308E+00      0.18017292E+02      0.42908166E+02      0.37151020E+01      0.15885410E+02      0.20436409E+03      0.28359934E+02      0.12273891E+00      0.20684257E+02      0.50526783E+02      0.85590270E+01      0.97035815E+02      0.97348589E+01      0.93082472E+01      0.82564428E+01      0.11633271E+00      0.40565776E-12      0.95503725E-01      0.18056375E+00      0.65499614E-01      0.24503193E-02      0.12574946E-24      0.33864407E+00      0.32223421E-03      0.57205400E+01      0.53802891E+03
      2164      0.71014111E+03      0.78235440E+03      0.65758660E+03      0.15196236E+04      0.41098894E+03      0.67782854E+03      0.12889171E+03      0.25733851E+03      0.15641673E+02      0.31874357E+00      0.18016575E+02      0.42907840E+02      0.37149390E+01      0.15884240E+02      0.20580912E+03      0.28357703E+02      0.12274481E+00      0.20684046E+02      0.50526782E+02      0.85593208E+01      0.97037448E+02      0.97350528E+01      0.93083013E+01      0.82564419E+01      0.11633860E+00      0.32837466E-12      0.95494825E-01      0.18057513E+00      0.65511517E-01      0.24532505E-02      0.89073686E-25      0.33865111E+00      0.32564769E-03      0.57177878E+01      0.53802891E+03
      2165      0.70785633E+03      0.77972268E+03      0.65555056E+03      0.15198175E+04      0.41036628E+03      0.67925353E+03      0.12888981E+03      0.25733846E+03      0.15641671E+02      0.31874407E+00      0.18015817E+02      0.42902453E+02      0.37146400E+01      0.15882763E+02      0.20724690E+03      0.28355165E+02      0.12274853E+00      0.20682207E+02      0.50526780E+02      0.85590327E+01      0.97036169E+02      0.97349022E+01      0.93082575E+01      0.82564309E+01      0.11633522E+00      0.26577902E-12      0.95480896E-01      0.18059539E+00      0.65520033E-01      0.24558891E-02      0.63094675E-25      0.33862806E+00      0.32885262E-03      0.57117872E+01      0.53802891E+03
      2166      0.70558688E+03      0.77710917E+03      0.65353684E+03      0.15199726E+04      0.40972630E+03      0.68067243E+03      0.12888590E+03      0.25733840E+03      0.15641669E+02      0.31874456E+00      0.18015036E+02      0.42895140E+02      0.37142755E+01      0.15881136E+02      0.20868170E+03      0.28352473E+02      0.12275111E+00      0.20679646E+02      0.50526779E+02      0.85584491E+01      0.97033290E+02      0.97345626E+01      0.93081571E+01      0.82564164E+01      0.11632883E+00      0.21509653E-12      0.95464442E-01      0.18060452E+00      0.65526327E-01      0.24583143E-02      0.44692638E-25      0.33860172E+00      0.33186939E-03      0.57076183E+01      0.53802891E+03
      2167      0.70335652E+03      0.77453924E+03      0.65156079E+03      0.15201282E+04      0.40908033E+03      0.68209184E+03      0.12888143E+03      0.25733835E+03      0.15641668E+02      0.31874506E+00      0.18014247E+02      0.42888084E+02      0.37139011E+01      0.15879487E+02      0.21011702E+03      0.28349754E+02      0.12275341E+00      0.20677041E+02      0.50526778E+02      0.85577898E+01      0.97029920E+02      0.97341651E+01      0.93080353E+01      0.82564038E+01      0.11632447E+00      0.17407090E-12      0.95447456E-01      0.18060800E+00      0.65531355E-01      0.24605915E-02      0.31657693E-25      0.33857796E+00      0.33471616E-03      0.57058165E+01      0.53802891E+03
      2168      0.70117807E+03      0.77202635E+03      0.64962825E+03      0.15203152E+04      0.40843970E+03      0.68351707E+03      0.12887766E+03      0.25733829E+03      0.15641666E+02      0.31874555E+00      0.18013464E+02      0.42882838E+02      0.37135629E+01      0.15877928E+02      0.21155577E+03      0.28347119E+02      0.12275616E+00      0.20674916E+02      0.50526776E+02      0.85572237E+01      0.97027005E+02      0.97338244E+01      0.93079401E+01      0.82563980E+01      0.11632641E+00      0.14086866E-12      0.95431564E-01      0.18061025E+00      0.65535928E-01      0.24627760E-02      0.22424489E-25      0.33856190E+00      0.33740943E-03      0.57062788E+01      0.53802891E+03
      2169      0.69905583E+03      0.76957442E+03      0.64774084E+03      0.15205657E+04      0.40780455E+03      0.68495383E+03      0.12887603E+03      0.25733823E+03      0.15641664E+02      0.31874604E+00      0.18012701E+02      0.42880945E+02      0.37133131E+01      0.15876584E+02      0.21300121E+03      0.28344696E+02      0.12276020E+00      0.20673822E+02      0.50526775E+02      0.85569650E+01      0.97025656E+02      0.97336711E+01      0.93079073E+01      0.82564046E+01      0.11632092E+00      0.11400307E-12      0.95418509E-01      0.18061585E+00      0.65540929E-01      0.24649270E-02      0.15884218E-25      0.33855932E+00      0.33996600E-03      0.57092965E+01      0.53802891E+03
      2170      0.69697917E+03      0.76717192E+03      0.64588898E+03      0.15208780E+04      0.40717503E+03      0.68640196E+03      0.12887670E+03      0.25733818E+03      0.15641662E+02      0.31874654E+00      0.18011962E+02      0.42882053E+02      0.37131547E+01      0.15875469E+02      0.21445344E+03      0.28342501E+02      0.12276564E+00      0.20673722E+02      0.50526774E+02      0.85570592E+01      0.97026051E+02      0.97337229E+01      0.93079254E+01      0.82564056E+01      0.11630920E+00      0.92265026E-13      0.95408341E-01      0.18062512E+00      0.65546472E-01      0.24670550E-02      0.11251466E-25      0.33857090E+00      0.34239514E-03      0.57131053E+01      0.53802891E+03
      2171      0.69492955E+03      0.76479924E+03      0.64405755E+03      0.15212262E+04      0.40655123E+03      0.68785703E+03      0.12887880E+03      0.25733812E+03      0.15641661E+02      0.31874703E+00      0.18011239E+02      0.42884588E+02      0.37130533E+01      0.15874507E+02      0.21591017E+03      0.28340462E+02      0.12277197E+00      0.20674166E+02      0.50526773E+02      0.85573608E+01      0.97027581E+02      0.97339075E+01      0.93079751E+01      0.82563980E+01      0.11630736E+00      0.74673468E-13      0.95399862E-01      0.18063538E+00      0.65552079E-01      0.24691344E-02      0.79698913E-26      0.33859318E+00      0.34470024E-03      0.57159502E+01      0.53802891E+03
      2172      0.69289622E+03      0.76244478E+03      0.64223770E+03      0.15215934E+04      0.40593315E+03      0.68931611E+03      0.12888176E+03      0.25733807E+03      0.15641659E+02      0.31874753E+00      0.18010526E+02      0.42887585E+02      0.37129859E+01      0.15873644E+02      0.21736983E+03      0.28338529E+02      0.12277855E+00      0.20674861E+02      0.50526771E+02      0.85577870E+01      0.97029813E+02      0.97341765E+01      0.93080439E+01      0.82563988E+01      0.11631311E+00      0.60436263E-13      0.95392285E-01      0.18064496E+00      0.65557447E-01      0.24711502E-02      0.56454125E-26      0.33860449E+00      0.34688575E-03      0.57178879E+01      0.53802891E+03
      2173      0.69087562E+03      0.76010462E+03      0.64042655E+03      0.15219725E+04      0.40532074E+03      0.69077796E+03      0.12888541E+03      0.25733801E+03      0.15641657E+02      0.31874802E+00      0.18009825E+02      0.42890671E+02      0.37129424E+01      0.15872858E+02      0.21883173E+03      0.28336679E+02      0.12278489E+00      0.20675683E+02      0.50526770E+02      0.85583255E+01      0.97032586E+02      0.97345105E+01      0.93081267E+01      0.82564072E+01      0.11632536E+00      0.48913443E-13      0.95385286E-01      0.18065334E+00      0.65562473E-01      0.24730997E-02      0.39988854E-26      0.33860424E+00      0.34895755E-03      0.57193571E+01      0.53802891E+03
      2174      0.68886629E+03      0.75777729E+03      0.63862319E+03      0.15223579E+04      0.40471396E+03      0.69224160E+03      0.12888959E+03      0.25733796E+03      0.15641656E+02      0.31874851E+00      0.18009132E+02      0.42893606E+02      0.37129147E+01      0.15872130E+02      0.22029526E+03      0.28334896E+02      0.12279090E+00      0.20676544E+02      0.50526769E+02      0.85589472E+01      0.97035785E+02      0.97348775E+01      0.93082192E+01      0.82564225E+01      0.11634316E+00      0.39587333E-13      0.95378600E-01      0.18066014E+00      0.65567076E-01      0.24749812E-02      0.28325804E-26      0.33861136E+00      0.35092129E-03      0.57204895E+01      0.53802891E+03
      2175      0.68684834E+03      0.75544239E+03      0.63681384E+03      0.15226846E+04      0.40411275E+03      0.69369528E+03      0.12889161E+03      0.25733791E+03      0.15641654E+02      0.31874901E+00      0.18008419E+02      0.42893030E+02      0.37128046E+01      0.15871226E+02      0.22175373E+03      0.28332946E+02      0.12279508E+00      0.20676342E+02      0.50526767E+02      0.85592398E+01      0.97037402E+02      0.97350566E+01      0.93082741E+01      0.82564347E+01      0.11635719E+00      0.32037000E-13      0.95401867E-01      0.18065759E+00      0.65569749E-01      0.24767050E-02      0.20064370E-26      0.33861496E+00      0.35276858E-03      0.57177542E+01      0.53802891E+03
      2176      0.68481715E+03      0.75309558E+03      0.63499670E+03      0.15229166E+04      0.40351706E+03      0.69513231E+03      0.12888975E+03      0.25733785E+03      0.15641652E+02      0.31874950E+00      0.18007667E+02      0.42887377E+02      0.37125526E+01      0.15869999E+02      0.22320305E+03      0.28330677E+02      0.12279646E+00      0.20674490E+02      0.50526766E+02      0.85589557E+01      0.97036110E+02      0.97348944E+01      0.93082490E+01      0.82564369E+01      0.11636164E+00      0.25923225E-13      0.95450355E-01      0.18064147E+00      0.65569583E-01      0.24782192E-02      0.14212445E-26      0.33860804E+00      0.35449632E-03      0.57117628E+01      0.53802891E+03
      2177      0.68280150E+03      0.75076739E+03      0.63319484E+03      0.15231058E+04      0.40292684E+03      0.69656166E+03      0.12888588E+03      0.25733780E+03      0.15641651E+02      0.31874999E+00      0.18006894E+02      0.42879755E+02      0.37122286E+01      0.15868605E+02      0.22464794E+03      0.28328243E+02      0.12279643E+00      0.20671888E+02      0.50526765E+02      0.85583800E+01      0.97033216E+02      0.97345461E+01      0.93081680E+01      0.82564358E+01      0.11636275E+00      0.20974334E-13      0.95491039E-01      0.18061822E+00      0.65567710E-01      0.24795979E-02      0.10067279E-26      0.33859760E+00      0.35612053E-03      0.57075952E+01      0.53802891E+03
      2178      0.68082097E+03      0.74847850E+03      0.63142370E+03      0.15232916E+04      0.40234204E+03      0.69799024E+03      0.12888145E+03      0.25733774E+03      0.15641649E+02      0.31875049E+00      0.18006113E+02      0.42872338E+02      0.37118881E+01      0.15867174E+02      0.22609219E+03      0.28325769E+02      0.12279621E+00      0.20669212E+02      0.50526763E+02      0.85577300E+01      0.97029839E+02      0.97341410E+01      0.93080657E+01      0.82564177E+01      0.11634710E+00      0.16969439E-13      0.95526334E-01      0.18059287E+00      0.65565047E-01      0.24809008E-02      0.71310810E-27      0.33858944E+00      0.35765500E-03      0.57058189E+01      0.53802891E+03
      2179      0.67888442E+03      0.74623788E+03      0.62968929E+03      0.15235049E+04      0.40176261E+03      0.69942366E+03      0.12887769E+03      0.25733768E+03      0.15641647E+02      0.31875098E+00      0.18005340E+02      0.42866702E+02      0.37115788E+01      0.15865817E+02      0.22753900E+03      0.28323368E+02      0.12279651E+00      0.20666993E+02      0.50526762E+02      0.85571725E+01      0.97026939E+02      0.97337926E+01      0.93079728E+01      0.82563875E+01      0.11631990E+00      0.13729103E-13      0.95558263E-01      0.18056940E+00      0.65562370E-01      0.24821784E-02      0.50512476E-27      0.33858862E+00      0.35911197E-03      0.57062970E+01      0.53802891E+03
      2180      0.67699611E+03      0.74404955E+03      0.62799342E+03      0.15237783E+04      0.40118850E+03      0.70086793E+03      0.12887606E+03      0.25733762E+03      0.15641645E+02      0.31875147E+00      0.18004589E+02      0.42864378E+02      0.37113526E+01      0.15864660E+02      0.22899194E+03      0.28321167E+02      0.12279817E+00      0.20665781E+02      0.50526761E+02      0.85569202E+01      0.97025620E+02      0.97336306E+01      0.93079251E+01      0.82563697E+01      0.11630522E+00      0.11107865E-13      0.95588936E-01      0.18055200E+00      0.65560532E-01      0.24834849E-02      0.35780132E-27      0.33858156E+00      0.36050422E-03      0.57093041E+01      0.53802891E+03
      2181      0.67514583E+03      0.74190243E+03      0.62632689E+03      0.15241102E+04      0.40061966E+03      0.70232294E+03      0.12887669E+03      0.25733756E+03      0.15641644E+02      0.31875196E+00      0.18003863E+02      0.42865010E+02      0.37112125E+01      0.15863716E+02      0.23045116E+03      0.28319183E+02      0.12280128E+00      0.20665536E+02      0.50526760E+02      0.85570177E+01      0.97026006E+02      0.97336722E+01      0.93079278E+01      0.82563651E+01      0.11630315E+00      0.89874618E-14      0.95618746E-01      0.18054070E+00      0.65559615E-01      0.24848267E-02      0.25344587E-27      0.33856931E+00      0.36183685E-03      0.57131046E+01      0.53802891E+03
      2182      0.67331597E+03      0.73977762E+03      0.62467512E+03      0.15244749E+04      0.40005604E+03      0.70378414E+03      0.12887871E+03      0.25733751E+03      0.15641642E+02      0.31875245E+00      0.18003152E+02      0.42867018E+02      0.37111247E+01      0.15862908E+02      0.23191427E+03      0.28317342E+02      0.12280501E+00      0.20665809E+02      0.50526758E+02      0.85573197E+01      0.97027488E+02      0.97338449E+01      0.93079618E+01      0.82563707E+01      0.11631039E+00      0.72719665E-14      0.95646809E-01      0.18053254E+00      0.65559121E-01      0.24861737E-02      0.17952647E-27      0.33856820E+00      0.36310900E-03      0.57159399E+01      0.53802891E+03
